Country Name,Country Code,Series Name,Series Code,Year,Value
Turks and Caicos Islands,TCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2002,95.2
Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,2002,20597.0
Tuvalu,TUV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2002,3320.16858154912
Tuvalu,TUV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,9.52380952380953
Tuvalu,TUV,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2002,7.35032258064516
Tuvalu,TUV,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2002,0.0
Tuvalu,TUV,Forest area (% of land area),AG.LND.FRST.ZS,2002,33.3333333333333
Tuvalu,TUV,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2002,0.0
Tuvalu,TUV,Access to electricity (% of population),EG.ELC.ACCS.ZS,2002,94.6
Tuvalu,TUV,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2002,10.4
Tuvalu,TUV,"Population, total",SP.POP.TOTL,2002,9623.0
Uganda,UGA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2002,547.405338919875
Uganda,UGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,8.73268576440127
Uganda,UGA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2002,22.9201021171547
Uganda,UGA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2002,0.0641643497186176
Uganda,UGA,Forest area (% of land area),AG.LND.FRST.ZS,2002,15.4168660227216
Uganda,UGA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2002,387.324648119083
Uganda,UGA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2002,95.6
Uganda,UGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2002,7.8
Uganda,UGA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2002,0.8
Uganda,UGA,"Population, total",SP.POP.TOTL,2002,25532870.0
Ukraine,UKR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2002,1644.28125
Ukraine,UKR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,5.33964720719075
Ukraine,UKR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2002,30.2155139276837
Ukraine,UKR,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2002,7.40706121198512
Ukraine,UKR,Forest area (% of land area),AG.LND.FRST.ZS,2002,16.4283495011565
Ukraine,UKR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2002,2786.00498673634
Ukraine,UKR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2002,1.0
Ukraine,UKR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2002,99.3
Ukraine,UKR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2002,92.1
Ukraine,UKR,"Population, total",SP.POP.TOTL,2002,48677281.0
United Arab Emirates,ARE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2002,52216.8753217152
United Arab Emirates,ARE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,2.43345681089617
United Arab Emirates,ARE,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2002,47.5457475824448
United Arab Emirates,ARE,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2002,26.1619793238318
United Arab Emirates,ARE,Forest area (% of land area),AG.LND.FRST.ZS,2002,4.37910447761194
United Arab Emirates,ARE,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2002,10866.2518811768
United Arab Emirates,ARE,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2002,0.1
United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2002,100.0
United Arab Emirates,ARE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2002,100.0
United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,2002,3956826.0
United Kingdom,GBR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2002,40594.932929345
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,1.70902736258567
United Kingdom,GBR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2002,21.2370024258232
United Kingdom,GBR,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2002,9.21604321231769
United Kingdom,GBR,Forest area (% of land area),AG.LND.FRST.ZS,2002,12.296945397429
United Kingdom,GBR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2002,3716.62337347063
United Kingdom,GBR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2002,1.0
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2002,100.0
United Kingdom,GBR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2002,100.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,2002,59370479.0
United States,USA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2002,48729.1586442625
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,1.70044732643726
United States,USA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2002,20.65246551384
United States,USA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2002,19.9103793387111
United States,USA,Forest area (% of land area),AG.LND.FRST.ZS,2002,33.2433376410185
United States,USA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2002,7840.46095949898
United States,USA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2002,4.8
United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2002,100.0
United States,USA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2002,100.0
United States,USA,"Population, total",SP.POP.TOTL,2002,287625193.0
Uruguay,URY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2002,9806.7713064359
Uruguay,URY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,-7.73200721540044
Uruguay,URY,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2002,21.8623288483766
Uruguay,URY,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2002,1.40548549239722
Uruguay,URY,Forest area (% of land area),AG.LND.FRST.ZS,2002,8.23597303165353
Uruguay,URY,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2002,772.008348325172
Uruguay,URY,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2002,43.2
Uruguay,URY,Access to electricity (% of population),EG.ELC.ACCS.ZS,2002,97.8
Uruguay,URY,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2002,100.0
Uruguay,URY,"Population, total",SP.POP.TOTL,2002,3278867.0
Uzbekistan,UZB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2002,1341.95995981671
Uzbekistan,UZB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,3.97348819235724
Uzbekistan,UZB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2002,19.3887412418459
Uzbekistan,UZB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2002,5.38898455825556
Uzbekistan,UZB,Forest area (% of land area),AG.LND.FRST.ZS,2002,6.97181030072653
Uzbekistan,UZB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2002,1907.69659032329
Uzbekistan,UZB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2002,1.0
Uzbekistan,UZB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2002,99.7
Uzbekistan,UZB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2002,83.9
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,2002,25399980.0
Vanuatu,VUT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2002,2475.16636434639
Vanuatu,VUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,-5.19831875936035
Vanuatu,VUT,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2002,8.95138565917982
Vanuatu,VUT,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2002,0.490649076139955
Vanuatu,VUT,Forest area (% of land area),AG.LND.FRST.ZS,2002,36.2838392124692
Vanuatu,VUT,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2002,53.3
Vanuatu,VUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,2002,25.7
Vanuatu,VUT,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2002,13.6
Vanuatu,VUT,"Population, total",SP.POP.TOTL,2002,195863.0
"Venezuela, RB",VEN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2002,3398.56849937324
"Venezuela, RB",VEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,-8.85564735286771
"Venezuela, RB",VEN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2002,46.6549699116747
"Venezuela, RB",VEN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2002,5.8223547552569
"Venezuela, RB",VEN,Forest area (% of land area),AG.LND.FRST.ZS,2002,55.3503769627572
"Venezuela, RB",VEN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2002,2648.88652521803
"Venezuela, RB",VEN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2002,12.8
"Venezuela, RB",VEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,2002,99.8
"Venezuela, RB",VEN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2002,97.3
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,2002,25435671.0
Viet Nam,VNM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2002,1340.51670460271
Viet Nam,VNM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,6.32082099160833
Viet Nam,VNM,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2002,38.4866787864761
Viet Nam,VNM,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2002,0.927761034143203
Viet Nam,VNM,Forest area (% of land area),AG.LND.FRST.ZS,2002,38.9788826275962
Viet Nam,VNM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2002,424.572449525025
Viet Nam,VNM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2002,52.2
Viet Nam,VNM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2002,89.1
Viet Nam,VNM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2002,19.2
Viet Nam,VNM,"Population, total",SP.POP.TOTL,2002,78772224.0
Virgin Islands (U.S.),VIR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2002,43205.7246740388
Virgin Islands (U.S.),VIR,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2002,0.0018431650830806
Virgin Islands (U.S.),VIR,Forest area (% of land area),AG.LND.FRST.ZS,2002,57.32
Virgin Islands (U.S.),VIR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2002,0.6
Virgin Islands (U.S.),VIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2002,100.0
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,2002,108509.0
West Bank and Gaza,PSE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2002,1836.98042481351
West Bank and Gaza,PSE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,-12.4883821798129
West Bank and Gaza,PSE,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2002,20.0686202823556
West Bank and Gaza,PSE,Forest area (% of land area),AG.LND.FRST.ZS,2002,1.53720930232558
West Bank and Gaza,PSE,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2002,21.8
West Bank and Gaza,PSE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2002,99.2
West Bank and Gaza,PSE,"Population, total",SP.POP.TOTL,2002,3075373.0
"Yemen, Rep.",YEM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2002,2148.88860494788
"Yemen, Rep.",YEM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,3.9352315052778
"Yemen, Rep.",YEM,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2002,45.1536229524171
"Yemen, Rep.",YEM,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2002,0.807128897860081
"Yemen, Rep.",YEM,Forest area (% of land area),AG.LND.FRST.ZS,2002,1.03983180862549
"Yemen, Rep.",YEM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2002,244.765880104457
"Yemen, Rep.",YEM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2002,0.9
"Yemen, Rep.",YEM,Access to electricity (% of population),EG.ELC.ACCS.ZS,2002,51.5
"Yemen, Rep.",YEM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2002,55.7
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,2002,20835086.0
Zambia,ZMB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2002,833.021177549004
Zambia,ZMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,4.50601428032604
Zambia,ZMB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2002,23.8755524352252
Zambia,ZMB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2002,0.194197023295284
Zambia,ZMB,Forest area (% of land area),AG.LND.FRST.ZS,2002,63.2002044687176
Zambia,ZMB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2002,603.817790407024
Zambia,ZMB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2002,89.6
Zambia,ZMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2002,17.4
Zambia,ZMB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2002,14.6
Zambia,ZMB,"Population, total",SP.POP.TOTL,2002,10647949.0
Zimbabwe,ZWE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2002,1525.07935706564
Zimbabwe,ZWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,-8.89401285792752
Zimbabwe,ZWE,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2002,1.1029519129975
Zimbabwe,ZWE,Forest area (% of land area),AG.LND.FRST.ZS,2002,47.237533927879
Zimbabwe,ZWE,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2002,519.581800171555
Zimbabwe,ZWE,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2002,74.7
Zimbabwe,ZWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2002,34.2
Zimbabwe,ZWE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2002,33.5
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,2002,12087653.0
Africa Eastern and Southern,AFE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2002,1231.4445675519
Africa Eastern and Southern,AFE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,3.91711337379634
Africa Eastern and Southern,AFE,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2002,27.3349295547368
Africa Eastern and Southern,AFE,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2002,1.06934927513265
Africa Eastern and Southern,AFE,Forest area (% of land area),AG.LND.FRST.ZS,2002,38.7032073423792
Africa Eastern and Southern,AFE,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2002,604.936501069868
Africa Eastern and Southern,AFE,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2002,65.0992811815578
Africa Eastern and Southern,AFE,Access to electricity (% of population),EG.ELC.ACCS.ZS,2002,21.5486466155625
Africa Eastern and Southern,AFE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2002,12.2025228093517
Africa Eastern and Southern,AFE,"Population, total",SP.POP.TOTL,2002,427820358.0
Africa Western and Central,AFW,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2002,1299.69542056655
Africa Western and Central,AFW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,9.94330712251539
Africa Western and Central,AFW,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2002,25.027285981308
Africa Western and Central,AFW,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2002,0.500760903363287
Africa Western and Central,AFW,Forest area (% of land area),AG.LND.FRST.ZS,2002,21.411029142871
Africa Western and Central,AFW,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2002,292.177320461456
Africa Western and Central,AFW,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2002,81.7355279822687
Africa Western and Central,AFW,Access to electricity (% of population),EG.ELC.ACCS.ZS,2002,35.809110964429
Africa Western and Central,AFW,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2002,5.13046451387773
Africa Western and Central,AFW,"Population, total",SP.POP.TOTL,2002,290841795.0
Arab World,ARB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2002,4835.589416667
Arab World,ARB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,1.22074845072102
Arab World,ARB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2002,46.7965476859167
Arab World,ARB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2002,3.66779172215313
Arab World,ARB,Forest area (% of land area),AG.LND.FRST.ZS,2002,1.71855036090738
Arab World,ARB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2002,1427.30356743639
Arab World,ARB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2002,6.35988226243436
Arab World,ARB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2002,81.323622346782
Arab World,ARB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2002,76.8306001761092
Arab World,ARB,"Population, total",SP.POP.TOTL,2002,300691509.0
Caribbean small states,CSS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2002,10985.8632347623
Caribbean small states,CSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,3.9850481450781
Caribbean small states,CSS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2002,23.5609431251789
Caribbean small states,CSS,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2002,7.10349567382868
Caribbean small states,CSS,Forest area (% of land area),AG.LND.FRST.ZS,2002,90.8872386533018
Caribbean small states,CSS,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2002,10.9455765407555
Caribbean small states,CSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2002,90.809112704402
Caribbean small states,CSS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2002,95.0320155091226
Caribbean small states,CSS,"Population, total",SP.POP.TOTL,2002,4018796.0
Central Europe and the Baltics,CEB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2002,8057.22231935461
Central Europe and the Baltics,CEB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,3.54243996924046
Central Europe and the Baltics,CEB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2002,28.2292798238016
Central Europe and the Baltics,CEB,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2002,7.09742209478405
Central Europe and the Baltics,CEB,Forest area (% of land area),AG.LND.FRST.ZS,2002,32.7669761324899
Central Europe and the Baltics,CEB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2002,2488.20279463695
Central Europe and the Baltics,CEB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2002,10.1651233390795
Central Europe and the Baltics,CEB,Access to electricity (% of population),EG.ELC.ACCS.ZS,2002,98.1415583203817
Central Europe and the Baltics,CEB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2002,100.0
Central Europe and the Baltics,CEB,"Population, total",SP.POP.TOTL,2002,106959751.0
Early-demographic dividend,EAR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2002,2143.67588181876
Early-demographic dividend,EAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,1.73460455798586
Early-demographic dividend,EAR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2002,34.2466944969771
Early-demographic dividend,EAR,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2002,1.67372641046833
Early-demographic dividend,EAR,Forest area (% of land area),AG.LND.FRST.ZS,2002,24.1854148059714
Early-demographic dividend,EAR,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2002,679.471653322007
Early-demographic dividend,EAR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2002,29.6019530457092
Early-demographic dividend,EAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,2002,69.1513339520849
Early-demographic dividend,EAR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2002,36.2510858983052
Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,2002,2601917557.0
East Asia & Pacific,EAS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2002,5362.11003612717
East Asia & Pacific,EAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,4.44552675504879
East Asia & Pacific,EAS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2002,32.9947961087989
East Asia & Pacific,EAS,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2002,3.54131258790211
East Asia & Pacific,EAS,Forest area (% of land area),AG.LND.FRST.ZS,2002,26.1855811477176
East Asia & Pacific,EAS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2002,1249.12695234508
East Asia & Pacific,EAS,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2002,21.1665092061506
East Asia & Pacific,EAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,2002,92.9648557230822
East Asia & Pacific,EAS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2002,43.1408229438317
East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,2002,2086144389.0
East Asia & Pacific (excluding high income),EAP,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2002,2422.47283050058
East Asia & Pacific (excluding high income),EAP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,8.15516032067922
East Asia & Pacific (excluding high income),EAP,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2002,43.1719041715478
East Asia & Pacific (excluding high income),EAP,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2002,2.72437122952603
East Asia & Pacific (excluding high income),EAP,Forest area (% of land area),AG.LND.FRST.ZS,2002,29.1175525361883
East Asia & Pacific (excluding high income),EAP,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2002,884.225216349308
East Asia & Pacific (excluding high income),EAP,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2002,29.2833650336476
East Asia & Pacific (excluding high income),EAP,Access to electricity (% of population),EG.ELC.ACCS.ZS,2002,92.1532731163709
East Asia & Pacific (excluding high income),EAP,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2002,36.9082089549278
East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,2002,1852659155.0
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2002,2451.24530806912
East Asia & Pacific (IDA & IBRD countries),TEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,8.15469726244726
East Asia & Pacific (IDA & IBRD countries),TEA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2002,43.1630855292714
East Asia & Pacific (IDA & IBRD countries),TEA,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2002,2.7206269512185
East Asia & Pacific (IDA & IBRD countries),TEA,Forest area (% of land area),AG.LND.FRST.ZS,2002,28.9358719564947
East Asia & Pacific (IDA & IBRD countries),TEA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2002,885.107874120636
East Asia & Pacific (IDA & IBRD countries),TEA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2002,29.6069654396592
East Asia & Pacific (IDA & IBRD countries),TEA,Access to electricity (% of population),EG.ELC.ACCS.ZS,2002,92.1533732164058
East Asia & Pacific (IDA & IBRD countries),TEA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2002,37.3689055994986
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,2002,1828744767.0
Euro area,EMU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2002,31566.1273129298
Euro area,EMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,0.946766858097888
Euro area,EMU,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,2002,24.1765950240727
Euro area,EMU,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2002,8.6672231584189
Euro area,EMU,Forest area (% of land area),AG.LND.FRST.ZS,2002,36.741664286821
Euro area,EMU,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2002,3737.27049855719
Euro area,EMU,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2002,7.71666100470046
Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,2002,99.9923040847624
Euro area,EMU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,2002,100.0
Euro area,EMU,"Population, total",SP.POP.TOTL,2002,328469678.0
Europe & Central Asia,ECS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2002,19121.7872126142
